ID,Player,Username,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
93,Wendell Carter,cartewe01,C,19,CHI,44,1110,15.2,0.541,0.086,0.302,8.4,21.8,15,10.7,1.1,4.5,13.4,19.1,0.7,1.2,1.9,0.08,-2.4,1.8,-0.5,0.4
94,Michael Carter-Williams,cartemi01,PG,27,TOT,28,372,14.7,0.458,0.309,0.431,5.4,15,10.1,26.5,2.6,3.4,12,19.4,0.2,0.6,0.8,0.099,-2,2,0,0.2
94,Michael Carter-Williams,cartemi01,PG,27,HOU,16,145,12.7,0.476,0.311,0.426,2.2,7.8,5,22.7,3,3.5,12.1,24.7,0,0.2,0.1,0.044,-3.3,-0.3,-3.7,-0.1
94,Michael Carter-Williams,cartemi01,PG,27,ORL,12,227,16.1,0.44,0.306,0.435,7.4,19.6,13.5,28.9,2.4,3.3,11.9,16.1,0.2,0.4,0.6,0.134,-1.1,3.5,2.4,0.3
95,Alex Caruso,carusal01,PG,24,LAL,25,531,13.9,0.569,0.289,0.37,4,9,6.5,19.7,2.1,1.4,17.3,19,0.5,0.6,1,0.093,-0.9,0,-0.9,0.2
96,Omri Casspi,casspom01,SF,30,MEM,36,520,15.7,0.606,0.267,0.36,3.6,21.5,12.4,8.1,1.9,1.6,11,18,0.6,0.7,1.3,0.119,-2,0.1,-1.8,0
97,Willie Cauley-Stein,caulewi01,C,25,SAC,81,2213,18,0.566,0.003,0.343,8.2,23.7,15.8,12.3,2,2,9,17.5,3.8,2.9,6.7,0.146,-0.2,2.2,2,2.3
98,Troy Caupain,caupatr01,PG,23,ORL,4,16,30.7,0.625,0.375,0,6.6,13.6,10,42.5,3.1,0,0,21.8,0.1,0,0.1,0.347,9.4,-0.4,8.9,0
99,Tyler Cavanaugh,cavanty01,PF,24,UTA,11,39,5,0.414,0.5,0.2,8.5,13.6,11.1,3.4,0,0,8.4,13,0,0,0,0.026,-4.8,-2.1,-6.9,0
100,Tyson Chandler,chandty01,C,36,TOT,55,875,11.2,0.63,0.01,0.879,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,0.9,1.2,2.1,0.114,-3.1,1.8,-1.3,0.2
100,Tyson Chandler,chandty01,C,36,PHO,7,89,11.5,0.653,0,1.5,8.6,40.5,24.3,9.1,1.1,0.9,26,13,0.1,0.1,0.2,0.092,-5,0,-5,-0.1
100,Tyson Chandler,chandty01,C,36,LAL,48,786,11.2,0.626,0.011,0.793,11.4,23.6,17.6,4.8,1.1,2.3,23,8,0.9,1.1,1.9,0.117,-2.9,2,-0.9,0.2
101,Wilson Chandler,chandwi01,PF-SF,31,TOT,51,1177,8.5,0.537,0.579,0.092,4.4,14.6,9.7,9.1,1,1.4,13.9,11.8,0.5,1,1.5,0.062,-1.3,0.3,-1,0.3
101,Wilson Chandler,chandwi01,PF,31,PHI,36,951,9.1,0.561,0.57,0.087,5,13.4,9.4,9.9,1.1,1.5,15.4,11.2,0.6,0.9,1.5,0.074,-0.8,0.6,-0.1,0.4
101,Wilson Chandler,chandwi01,SF,31,LAC,15,226,5.8,0.463,0.606,0.106,1.9,19.5,11,5.9,0.6,1.1,9.2,14.2,-0.1,0.2,0,0.009,-3.5,-1.3,-4.8,-0.2
102,Joe Chealey,chealjo01,PG,23,CHO,1,8,2,0.333,0,0,0,0,0,17.7,0,0,0,16.2,0,0,0,-0.08,-9,-8.2,-17.2,0
103,Chris Chiozza,chiozch01,PG,23,HOU,7,33,7,0.375,0.625,0,3.3,10.3,6.7,16.1,1.5,2.6,11.1,11.8,0,0,0,0.023,-4.5,-0.2,-4.7,0
104,Marquese Chriss,chrisma01,PF,21,TOT,43,499,9.2,0.455,0.4,0.25,8.6,23.6,15.8,6.5,1.7,1.9,15.3,20.6,-0.6,0.4,-0.2,-0.023,-4.8,-1.4,-6.2,-0.5
104,Marquese Chriss,chrisma01,PF,21,HOU,16,104,3.4,0.391,0.441,0.206,7.3,22.8,14.9,8.2,0.9,3.3,24.4,20.5,-0.3,0.1,-0.2,-0.101,-9.2,-0.2,-9.4,-0.2
104,Marquese Chriss,chrisma01,PF,21,CLE,27,395,10.7,0.47,0.39,0.26,8.9,23.8,16,6.1,1.9,1.5,12.9,20.7,-0.3,0.2,0,-0.003,-3.7,-1.7,-5.4,-0.3
105,Gary Clark,clarkga01,PF,24,HOU,51,641,9.2,0.48,0.914,0.046,4.1,16.2,10,3.8,1.5,3.5,4.3,10.9,0.3,0.7,1,0.071,-2.4,0.6,-1.8,0
106,Ian Clark,clarkia01,SG,27,NOP,60,973,8.3,0.502,0.527,0.097,1.4,8,4.7,12.9,1.1,0.7,12.7,19.3,-0.4,0.3,-0.1,-0.003,-2.2,-2.9,-5.1,-0.8
107,Jordan Clarkson,clarkjo01,SG,26,CLE,81,2214,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,1.5,-3.5,-2,0
108,John Collins,collijo01,PF,21,ATL,61,1829,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11,0.6,1.8,11.2,23.7,5,1,6,0.158,2.6,-1.2,1.4,1.6
109,Zach Collins,colliza01,C,21,POR,77,1356,13.5,0.562,0.303,0.315,8.8,16.5,12.7,7.1,0.9,3.9,14.5,16.6,1.4,1.5,2.9,0.104,-0.9,1,0.1,0.7
110,Darren Collison,collida01,PG,31,IND,76,2143,16.7,0.574,0.294,0.288,1.9,9.9,6,29.9,2.5,0.4,14.4,17.7,3.9,2.9,6.8,0.153,1.2,0,1.2,1.8
111,Bonzie Colson,colsobo01,SF,23,MIL,8,98,12.9,0.454,0.538,0.231,8.8,21.5,15.5,4,2.4,0.9,6.5,19.6,0,0.2,0.2,0.085,-3.3,-1,-4.3,-0.1
112,Mike Conley,conlemi01,PG,31,MEM,70,2342,21.4,0.569,0.38,0.363,1.9,9.7,5.7,33.4,2,0.9,9.1,27.3,5.7,2.3,8,0.164,4.8,-1.3,3.4,3.2
113,Pat Connaughton,connapa01,SG,26,MIL,61,1261,13.6,0.573,0.571,0.114,5.2,15,10.4,12.6,1.2,1.7,8.2,13.3,2,1.9,3.9,0.149,0.4,1.2,1.6,1.2
114,Quinn Cook,cookqu01,PG,25,GSW,74,1059,13.1,0.565,0.456,0.059,2.3,13,7.9,15.2,0.9,0.2,10,20.2,1,0.8,1.8,0.082,-0.2,-2.7,-2.9,-0.2
115,DeMarcus Cousins,couside01,C,28,GSW,30,771,21.4,0.562,0.256,0.388,6.2,27,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.2,3.4,3.6,1.1
116,Robert Covington,covinro01,SF,28,TOT,35,1203,13.3,0.58,0.622,0.246,2.5,14.6,8.5,5.2,2.9,3.2,10.5,15.6,0.9,1.6,2.5,0.1,0.4,1.9,2.4,1.3
116,Robert Covington,covinro01,SF,28,PHI,13,440,11,0.578,0.658,0.197,1.7,14,8.1,4.3,2.6,4.1,14.8,14.2,0,0.7,0.7,0.077,-1.2,2.5,1.2,0.4
116,Robert Covington,covinro01,SF,28,MIN,22,763,14.7,0.58,0.604,0.269,2.9,14.9,8.8,5.8,3.1,2.7,8.4,16.5,0.9,0.9,1.8,0.114,1.4,1.6,3,1
117,Allen Crabbe,crabbal01,SG,26,BRK,43,1133,7.7,0.519,0.694,0.15,1.5,12.2,6.9,5.8,1,0.9,10.4,16.4,-0.2,1,0.8,0.035,-1.9,-0.5,-2.5,-0.1
118,Torrey Craig,craigto01,SF,28,DEN,75,1503,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3,0.096,-1,0.9,-0.1,0.7
119,Jamal Crawford,crawfja01,SG,38,PHO,64,1211,11.7,0.522,0.461,0.251,0.7,7.2,3.9,27.7,1.3,0.8,16.9,20.8,0.1,0,0.2,0.006,-2,-4.1,-6,-1.2
120,Mitch Creek,creekmi01,SF,26,TOT,5,48,20.2,0.55,0.125,0.438,13.2,13.1,13.2,18.6,2,0,5,17.6,0.1,0,0.2,0.196,1.9,-0.3,1.7,0
120,Mitch Creek,creekmi01,SF,26,BRK,4,36,21.5,0.573,0.1,0.7,14.6,14.5,14.6,20.2,1.3,0,0,15.3,0.2,0,0.2,0.258,3.2,0,3.2,0
120,Mitch Creek,creekmi01,SF,26,MIN,1,12,16.3,0.5,0.167,0,8.8,9,8.9,13.6,4,0,14.3,24.5,0,0,0,0.011,-1.9,-0.9,-2.9,0
121,Jae Crowder,crowdja01,SF,28,UTA,80,2166,12.1,0.538,0.655,0.247,3.1,15.9,9.6,8.9,1.4,1.1,8.8,19.1,1.3,3.1,4.4,0.097,0,0.4,0.4,1.3
122,Dante Cunningham,cunnida01,PF,31,SAS,64,928,10.2,0.585,0.411,0.114,5.7,16.3,11,6.8,1.4,1.2,11.7,8.9,1,0.9,1.9,0.097,-1,0.8,-0.1,0.4
123,Seth Curry,curryse01,SG,28,POR,74,1399,11.4,0.595,0.54,0.112,2.1,6.9,4.6,6.5,1.2,0.7,11.1,16.6,1.5,0.9,2.4,0.082,0.5,-1.8,-1.3,0.2
124,Stephen Curry,curryst01,PG,30,GSW,69,2331,24.4,0.641,0.604,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,7.2,2.5,9.7,0.199,7.7,-1.4,6.3,4.9
125,Troy Daniels,danietr01,SG,27,PHO,51,760,9.8,0.558,0.705,0.084,1.9,8.9,5.3,5,1.6,0.5,8.7,17.6,0.2,0.1,0.3,0.02,-1,-3.4,-4.4,-0.5
126,Anthony Davis,davisan02,C,25,NOP,56,1850,30.3,0.597,0.141,0.422,9.9,27.5,18.8,19,2.2,6,8.4,29.5,6.4,3.1,9.5,0.247,4.7,3.9,8.5,4.9
127,Deyonta Davis,davisde01,C,22,ATL,9,118,15.6,0.682,0.045,0.455,8.7,23.7,16,5.8,1.2,3.7,10.2,10.1,0.3,0.1,0.4,0.145,-1.7,1,-0.7,0
128,Ed Davis,davised01,C,29,BRK,81,1446,17.3,0.632,0.007,0.536,15.8,34.6,25.2,6,1.2,1.8,14.6,12.7,3.3,2.5,5.7,0.191,-1.4,1.7,0.4,0.9
129,Tyler Davis,davisty01,C,21,OKC,1,1,0,0,0,0,100,0,51.6,0,0,0,0,40.7,0,0,0,-0.471,-15,-20.5,-35.5,0
130,Dewayne Dedmon,dedmode01,C,29,ATL,64,1609,16,0.602,0.413,0.215,6.7,25,15.7,8.1,2,3.8,12.7,16.7,2.1,1.9,4,0.119,-0.4,1.7,1.3,1.3
131,Sam Dekker,dekkesa01,PF,24,TOT,47,788,13.3,0.519,0.242,0.18,7.2,13.5,10.2,8.3,2.3,0.7,8,16.2,0.6,0.5,1,0.064,-1.5,-0.8,-2.3,-0.1
131,Sam Dekker,dekkesa01,PF,24,CLE,9,169,14,0.544,0.271,0.208,5.7,16.5,10.8,7.9,3.2,0,8.7,14.9,0.2,0.1,0.3,0.08,-1,-0.4,-1.4,0
131,Sam Dekker,dekkesa01,PF,24,WAS,38,619,13.2,0.514,0.236,0.173,7.6,12.6,10.1,8.4,2.1,1,7.8,16.6,0.4,0.4,0.8,0.059,-1.6,-0.9,-2.5,-0.1
132,Ángel Delgado,delgaan01,C,24,LAC,2,15,4.3,0.255,0,0.4,14.6,13.7,14.1,0,3.1,0,0,16.5,0,0,0,-0.055,-8.7,-4,-12.7,0
133,Matthew Dellavedova,dellama01,PG,28,TOT,48,812,11.1,0.532,0.537,0.215,0.8,9.9,5.2,31.9,0.8,0.2,20.4,17.9,0.5,0,0.5,0.028,-1.3,-4.1,-5.5,-0.7
133,Matthew Dellavedova,dellama01,PG,28,MIL,12,97,7.5,0.482,0.579,0.211,0,9.9,5.2,35.7,1,0,34.6,13.7,0,0.1,0.1,0.043,-5.5,-3.1,-8.6,-0.2
133,Matthew Dellavedova,dellama01,PG,28,CLE,36,715,11.5,0.537,0.534,0.215,0.9,9.9,5.2,31.3,0.8,0.2,18.9,18.4,0.5,-0.1,0.4,0.026,-0.8,-4.3,-5.1,-0.6
134,Luol Deng,denglu01,SF,33,MIN,22,392,14.6,0.588,0.373,0.297,5.4,14.6,10,6.5,1.8,1.7,9.5,15.8,0.5,0.3,0.8,0.101,-0.2,-0.5,-0.6,0.1
135,DeMar DeRozan,derozde01,SG,29,SAS,77,2688,19.6,0.542,0.034,0.336,2.2,16.4,9.4,27.6,1.6,1.1,11.7,27.9,3.6,2.6,6.3,0.112,0.4,0.5,0.9,2
136,Marcus Derrickson,derrima01,PF,22,GSW,11,67,19.4,0.653,0.606,0.152,13.3,7.6,10.4,2.2,0,1.3,7.9,24.4,0.2,0,0.2,0.155,3.9,-6.6,-2.8,0
137,Cheick Diallo,diallch01,PF,22,NOP,64,896,17.5,0.644,0.015,0.247,8.8,29.3,19.2,5.1,1.5,3,14,16,1.4,1.2,2.6,0.14,-2.1,0.5,-1.6,0.1
138,Hamidou Diallo,diallha01,SG,20,OKC,51,526,10.1,0.497,0.145,0.358,7.2,12,9.5,4.4,1.9,1.6,10.7,16.6,0.1,0.7,0.8,0.069,-4.3,-0.3,-4.7,-0.4
139,Gorgui Dieng,dienggo01,C,29,MIN,76,1031,18.1,0.572,0.149,0.281,8.3,24.1,16.1,10.3,2.2,3.4,11.9,19.6,1.5,1.3,2.8,0.132,-0.9,1.4,0.5,0.7
140,Spencer Dinwiddie,dinwisp01,PG,25,BRK,68,1914,16.3,0.58,0.447,0.43,1.4,7.6,4.6,25.6,1,0.7,13.4,24.9,3.5,1.4,4.8,0.121,1.9,-2.1,-0.2,0.8
141,Donte DiVincenzo,divindo01,SG,22,MIL,27,411,9.1,0.507,0.669,0.097,4.2,11.4,8,9.7,1.5,1.2,12.8,15.1,0,0.6,0.6,0.069,-1.9,0.1,-1.8,0
142,Luka Dončić,doncilu01,SG,19,DAL,72,2318,19.6,0.545,0.433,0.409,4,21.9,13,31.6,1.6,0.9,15,30.5,2.1,2.8,4.9,0.101,2.9,1.2,4.1,3.6
143,Tyler Dorsey,dorsety01,SG,22,TOT,48,698,11.2,0.509,0.5,0.231,4.2,13.7,8.9,12.4,1,0.3,8.5,19.7,0.2,0.4,0.6,0.043,-1.4,-2.4,-3.8,-0.3
143,Tyler Dorsey,dorsety01,SG,22,ATL,27,251,7.8,0.448,0.438,0.292,3.7,14.6,9,9.3,1.3,0.3,9.1,17.9,-0.2,0.1,-0.1,-0.01,-4.3,-2.6,-6.9,-0.3
143,Tyler Dorsey,dorsety01,SG,22,MEM,21,447,13.1,0.541,0.531,0.2,4.4,13.3,8.8,14.2,0.8,0.2,8.2,20.7,0.4,0.3,0.7,0.073,0.2,-2.3,-2.1,0
144,Damyean Dotson,dotsoda01,SG,24,NYK,73,2004,10.8,0.526,0.49,0.14,1.7,12.2,6.8,10.4,1.4,0.4,8.7,17.3,0.7,0.9,1.5,0.037,-0.9,-1.4,-2.3,-0.2
145,PJ Dozier,doziepj01,SG,22,BOS,6,51,16,0.434,0.381,0.095,12.5,23.1,17.8,13.7,1.9,0,0,18.5,0.1,0.1,0.1,0.125,-0.5,-0.5,-1.1,0
146,Goran Dragić,dragigo01,PG,32,MIA,36,991,13.9,0.517,0.379,0.233,2.1,9.8,6,27.3,1.5,0.5,12.9,23.7,0.6,1,1.6,0.079,0.1,-1.3,-1.2,0.2
147,Andre Drummond,drumman01,C,25,DET,79,2647,23.4,0.555,0.036,0.392,16.8,34.7,25.4,7.2,2.5,4.4,12.4,22.9,4.1,5.9,10,0.181,-0.7,3.6,2.9,3.3
148,Jared Dudley,dudleja01,PF,33,BRK,59,1220,7.8,0.554,0.632,0.192,2.9,10.4,6.7,9.2,1.4,1,14.2,10.4,0.6,1.2,1.8,0.07,-1.7,1,-0.7,0.4
149,Kris Dunn,dunnkr01,PG,24,CHI,46,1389,12.4,0.484,0.19,0.136,1.5,13.3,7.3,30,2.4,1.3,16.2,20.1,-0.5,1.2,0.6,0.022,-2,0.3,-1.8,0.1
150,Kevin Durant,duranke01,SF,30,GSW,78,2702,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1,2.6,12.3,29,8.6,2.9,11.5,0.204,4.2,0.1,4.3,4.3
151,Trevon Duval,duvaltr01,PG,20,MIL,3,6,38.3,0.833,0.333,0,0,16,8.5,59,0,0,0,20.9,0.1,0,0.1,0.537,13.8,-4.1,9.7,0
152,Vince Edwards,edwarvi01,SF,22,HOU,2,16,3.8,0.375,1,0,6.8,7.1,6.9,0,0,0,0,10.9,0,0,0,-0.014,-4.3,-5.5,-9.8,0
153,Henry Ellenson,ellenhe01,PF,22,TOT,19,259,13.1,0.538,0.4,0.263,2,25.5,13.4,9.6,1.3,0.7,7.8,19,0.2,0.2,0.4,0.077,-2.5,-1.6,-4,-0.1
153,Henry Ellenson,ellenhe01,PF,22,DET,2,25,14.8,0.551,0.4,0.2,0,40.9,19.7,6.2,0,0,0,18.8,0,0,0.1,0.149,-3.7,-2.9,-6.6,0
153,Henry Ellenson,ellenhe01,PF,22,NYK,17,234,12.9,0.536,0.4,0.271,2.2,23.8,12.7,10,1.4,0.7,8.6,19,0.1,0.2,0.3,0.07,-2.3,-1.4,-3.8,-0.1
154,Wayne Ellington,ellinwa01,SG,31,TOT,53,1297,11.8,0.569,0.814,0.107,1.1,7.9,4.5,8.3,2,0.4,7.7,17.2,1.3,1.4,2.6,0.097,1.2,-1,0.2,0.7
154,Wayne Ellington,ellinwa01,SG,31,MIA,25,533,10.8,0.547,0.842,0.087,1.2,8.2,4.7,7.8,2.2,0.5,6.8,16.5,0.4,0.6,1,0.091,0.5,-0.9,-0.4,0.2
154,Wayne Ellington,ellinwa01,SG,31,DET,28,764,12.5,0.584,0.795,0.121,1.1,7.7,4.3,8.6,1.9,0.3,8.3,17.7,0.9,0.7,1.6,0.102,1.7,-1.1,0.6,0.5
155,Joel Embiid,embiijo01,C,24,PHI,64,2154,26.1,0.593,0.219,0.541,8.1,34,21.4,18.4,1,4.4,13.2,33.3,4.9,3.8,8.7,0.194,2,2.1,4.1,3.3
156,James Ennis,ennisja01,SF,28,TOT,58,1230,11,0.59,0.531,0.276,5.3,10.9,8.1,4.7,1.6,1.6,9.3,12.7,1.6,1,2.6,0.103,-0.5,-0.2,-0.7,0.4
156,James Ennis,ennisja01,SF,28,HOU,40,949,11.3,0.622,0.569,0.275,4.2,9.5,6.8,4.1,2,1.4,8.9,11.9,1.4,0.8,2.2,0.112,-0.1,0.2,0.1,0.5
156,James Ennis,ennisja01,SF,28,PHI,18,281,9.9,0.51,0.434,0.277,8.9,15.4,12.2,6.7,0.5,2,10.6,15.5,0.2,0.2,0.4,0.071,-2,-1.2,-3.2,-0.1
157,Drew Eubanks,eubandr01,PF,21,SAS,23,113,15.1,0.646,0,0.5,5.8,26.8,16.4,8.3,0.9,3.7,20.1,15.5,0.1,0.2,0.3,0.12,-3.6,1.3,-2.3,0
158,Jacob Evans,evansja02,SG,21,GSW,30,204,3.5,0.374,0.283,0.019,3.3,9.5,6.5,13.7,1.2,1.2,17.1,13.5,-0.3,0.2,-0.1,-0.03,-5.9,-0.9,-6.9,-0.3
159,Jawun Evans,evansja01,PG,22,TOT,8,65,0.1,0.214,0.214,0,1.7,19,10.2,19.7,2.2,0,30,13.2,-0.2,0,-0.2,-0.151,-10.4,-0.1,-10.5,-0.1
159,Jawun Evans,evansja01,PG,22,PHO,7,64,0.7,0.231,0.154,0,1.7,19.3,10.4,20,2.2,0,31.6,12.7,-0.2,0,-0.2,-0.139,-10.1,0.1,-10,-0.1
159,Jawun Evans,evansja01,PG,22,OKC,1,1,-38.1,0,1,0,0,0,0,0,0,0,0,40.7,0,0,0,-0.946,-25.2,-13.6,-38.9,0
160,Tyreke Evans,evansty01,SG,29,IND,69,1402,11.5,0.483,0.327,0.242,2.7,13,7.9,17.5,2,1.1,13.9,26.4,-1.7,2,0.3,0.01,-3.1,-0.5,-3.6,-0.6
161,Dante Exum,exumda01,PG,23,UTA,42,664,11.2,0.516,0.257,0.357,2.7,8.3,5.5,24.1,1,0.6,15.7,21.3,0.2,0.7,1,0.069,-2.6,-1.4,-4,-0.3
162,Kenneth Faried,farieke01,C,29,TOT,37,728,21.6,0.622,0.094,0.374,14.4,23.4,18.8,4.6,1.1,2.7,9.7,20.3,2.1,0.9,2.9,0.193,-0.2,-1,-1.2,0.2
162,Kenneth Faried,farieke01,C,29,BRK,12,118,20.5,0.622,0.119,0.381,13.4,25.7,19.6,2.8,0.8,2.7,10.9,19.6,0.2,0.2,0.4,0.168,-2,-1.5,-3.5,0
162,Kenneth Faried,farieke01,C,29,HOU,25,610,21.8,0.622,0.09,0.372,14.6,23,18.7,4.9,1.2,2.6,9.4,20.4,1.8,0.7,2.5,0.198,0.1,-0.9,-0.7,0.2
163,Derrick Favors,favorde01,C,27,UTA,76,1766,21.8,0.624,0.126,0.368,12.9,21.3,17.2,8,1.5,4.8,10.5,19.4,4.4,3.5,7.9,0.215,1.1,3.2,4.3,2.8
164,Cristiano Felício,feliccr01,C,26,CHI,60,746,13.4,0.568,0.022,0.408,11.4,20.5,15.9,7.2,0.7,0.8,13.5,14.3,0.9,0.4,1.4,0.088,-2.5,-1.1,-3.5,-0.3
165,Raymond Felton,feltora01,PG,34,OKC,33,379,11.2,0.505,0.452,0.096,1.1,8.4,4.6,18.7,1.2,1.3,9,16.6,0.3,0.4,0.7,0.087,-2.3,-1.9,-4.2,-0.2
166,Terrance Ferguson,fergute01,SG,20,OKC,74,1931,6.4,0.566,0.673,0.118,1.7,6,3.8,4.8,1,0.7,9.4,10.6,1.2,1.6,2.8,0.07,-1.5,-0.5,-1.9,0
167,Yogi Ferrell,ferreyo01,PG,25,SAC,71,1067,12.7,0.55,0.423,0.19,1.2,9.5,5.3,17,1.6,0.3,9.5,16.3,1.3,0.6,1.9,0.087,-0.5,-1.8,-2.3,-0.1
168,Dorian Finney-Smith,finnedo01,SF,25,DAL,81,1985,11,0.53,0.481,0.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14,1.2,2,3.3,0.079,-1,1.1,0.2,1.1
169,Bryn Forbes,forbebr01,SG,25,SAS,82,2293,12,0.586,0.522,0.099,0.9,10.4,5.7,10.6,1,0.1,8.8,17.4,2.5,1.3,3.8,0.079,1,-1.7,-0.7,0.7
170,Evan Fournier,fournev01,SG,26,ORL,81,2553,12.3,0.536,0.421,0.159,1.6,9.4,5.4,17.6,1.4,0.4,11.9,22.1,0.8,2.5,3.2,0.061,-0.4,-1.1,-1.5,0.3
171,De'Aaron Fox,foxde01,PG,21,SAC,81,2546,18.1,0.544,0.211,0.378,1.7,10.8,6.2,33.2,2.4,1.5,15,24.5,3.2,2.5,5.6,0.106,1.1,0,1.1,2
172,Melvin Frazier,frazime01,SG,22,ORL,10,44,1.2,0.33,0.286,0.19,7.2,4.9,6.1,3.3,1.1,0,4.2,23.5,-0.2,0,-0.1,-0.133,-8.4,-4.5,-12.9,-0.1
173,Tim Frazier,fraziti01,PG,28,TOT,59,1120,11.7,0.544,0.387,0.207,3.9,11.5,7.7,27.6,1.2,0.4,21.1,13.3,1.3,0.7,2,0.084,-1,-1.3,-2.3,-0.1
173,Tim Frazier,fraziti01,PG,28,NOP,47,909,11.6,0.552,0.395,0.21,3.7,11.8,7.8,28,1.3,0.4,22,12.3,1.1,0.4,1.5,0.081,-0.9,-1.3,-2.2,0
173,Tim Frazier,fraziti01,PG,28,MIL,12,211,11.8,0.523,0.364,0.197,4.6,10,7.5,26,1.1,0.4,18.2,17.4,0.2,0.3,0.4,0.097,-1.7,-1,-2.7,0
174,Jimmer Fredette,fredeji01,SG,29,PHO,6,65,3.6,0.348,0.448,0.207,1.7,10.4,6,17.5,2.2,0,13.6,24.2,-0.2,0,-0.2,-0.166,-7.6,-3.5,-11.1,-0.1
175,Channing Frye,fryech01,C,35,CLE,36,341,8.9,0.524,0.675,0.12,1.2,16.4,8.5,8.6,0.9,1.3,9.5,17.5,0.1,0,0.1,0.016,-1.9,-2.9,-4.8,-0.2
176,Markelle Fultz,fultzma01,SG,20,PHI,19,427,10.5,0.452,0.09,0.239,6.6,10.6,8.7,19.5,1.9,0.9,12.7,19.3,-0.1,0.4,0.3,0.035,-2.9,-0.1,-3.1,-0.1
177,Danilo Gallinari,gallida01,SF,30,LAC,68,2059,21,0.633,0.421,0.459,2.9,18.1,10.7,13.2,1.1,0.9,8.5,23.8,6.4,1.8,8.2,0.191,4.2,-1.2,2.9,2.6
178,Langston Galloway,gallola01,SG,27,DET,80,1745,10.7,0.534,0.647,0.164,3,7.9,5.4,7.3,1,0.4,3.7,16.1,2.1,1.3,3.4,0.094,0.2,-1.6,-1.3,0.3
179,Billy Garrett,garrebi01,SG,24,NYK,4,63,9.8,0.452,0.296,0.148,0,5.1,2.5,18,0.8,1.3,6.5,20.9,0,0,0,-0.019,-4,-4.4,-8.4,-0.1
180,Marc Gasol,gasolma01,C,34,TOT,79,2436,16.7,0.546,0.314,0.291,3.6,25.1,14.3,22.2,1.7,3.2,13.6,20.7,2,4,6,0.118,-0.3,3.1,2.8,3
